Id,Text,Query,Label,LabelStr,Split,Event
1374508182848958464,,guns should be regulated,1,FAVOR,labeled,boulder
1374508320057217032,,guns should be regulated,,,unlabeled,atlanta
1374508495978991618,,guns should be banned,,,unlabeled,boulder
1374508495978991618,,guns should be regulated,,,unlabeled,boulder
1374508542435028992,,guns should be banned,2,NEUTRAL,valid,boulder
1374508542435028992,,guns should be regulated,1,FAVOR,valid,boulder
1374508846803087364,,guns should be banned,1,FAVOR,test,boulder
1374508846803087364,,guns should be regulated,1,FAVOR,test,boulder
1374508938570297355,,guns should be regulated,,,unlabeled,boulder
1374509101498003456,,guns should be regulated,1,FAVOR,valid,boulder
1374509468440915970,,guns should be banned,,,unlabeled,boulder
1374509468440915970,,guns should be regulated,,,unlabeled,boulder
1374509839171284998,,guns should be banned,,,unlabeled,boulder
1374509839171284998,,guns should be regulated,,,unlabeled,boulder
1374509913951531008,,guns should be banned,,,unlabeled,boulder
1374509913951531008,,guns should be regulated,,,unlabeled,boulder
1374510428466778113,,guns should be banned,,,unlabeled,boulder
1374510428466778113,,guns should be regulated,,,unlabeled,boulder
1374510556896370695,,guns should be banned,0,AGAINST,test,boulder
1374510556896370695,,guns should be regulated,2,NEUTRAL,test,boulder
1374510788510052354,,guns should be banned,,,unlabeled,boulder
1374510942407389191,,guns should be regulated,2,NEUTRAL,labeled,boulder
1374512314142003208,,guns should be banned,2,NEUTRAL,valid,atlanta
1374514125435400204,,guns should be banned,1,FAVOR,valid,atlanta
1374516997627596804,,guns should be banned,1,FAVOR,labeled,atlanta
1374517185175900160,,guns should be banned,,,unlabeled,atlanta
1374517185175900160,,guns should be regulated,,,unlabeled,atlanta
1374519477744766982,,guns should be regulated,,,unlabeled,atlanta
1374520942836129792,,guns should be banned,,,unlabeled,atlanta
1374520942836129792,,guns should be regulated,,,unlabeled,atlanta
1374523528427413510,,guns should be regulated,0,AGAINST,valid,atlanta
1374525469236793346,,guns should be banned,,,unlabeled,atlanta
1374525469236793346,,guns should be regulated,,,unlabeled,atlanta
1374525695439736835,,guns should be banned,1,FAVOR,valid,atlanta
1374528190522126339,,guns should be banned,,,unlabeled,atlanta
1374528190522126339,,guns should be regulated,,,unlabeled,atlanta
1374528689250168832,,guns should be regulated,,,unlabeled,atlanta
1374530614632800256,,guns should be regulated,2,NEUTRAL,labeled,atlanta
1374530827153997824,,guns should be regulated,,,unlabeled,atlanta
1374531147779162112,,guns should be banned,0,AGAINST,labeled,atlanta
1374540283791208450,,guns should be regulated,,,unlabeled,atlanta
1374549639387508738,,guns should be banned,1,FAVOR,labeled,atlanta
1374553745388826626,,guns should be banned,,,unlabeled,atlanta
1374553745388826626,,guns should be regulated,,,unlabeled,atlanta
1374556954421526528,,guns should be regulated,2,NEUTRAL,labeled,atlanta
1374559098105135104,,guns should be banned,2,NEUTRAL,test,atlanta
1374559603392974850,,guns should be banned,2,NEUTRAL,test,atlanta
1374559603392974850,,guns should be regulated,1,FAVOR,test,atlanta
1374560837726216195,,guns should be regulated,,,unlabeled,atlanta
1374563284137967616,,guns should be regulated,1,FAVOR,labeled,atlanta
1374564993610493952,,guns should be banned,,,unlabeled,atlanta
1374564993610493952,,guns should be regulated,,,unlabeled,atlanta
1374567576638918671,,guns should be banned,,,unlabeled,atlanta
1374567576638918671,,guns should be regulated,,,unlabeled,atlanta
1374567945549008896,,guns should be regulated,,,unlabeled,atlanta
1374577665722621953,,guns should be banned,,,unlabeled,atlanta
1374577665722621953,,guns should be regulated,,,unlabeled,atlanta
1374581152661479426,,guns should be banned,,,unlabeled,atlanta
1374581152661479426,,guns should be regulated,,,unlabeled,atlanta
1374584027554910209,,guns should be banned,1,FAVOR,test,atlanta
1374584027554910209,,guns should be regulated,1,FAVOR,test,atlanta
1374589466111848453,,guns should be banned,,,unlabeled,atlanta
1374593123163140096,,guns should be banned,0,AGAINST,valid,atlanta
1374608180785811457,,guns should be banned,,,unlabeled,atlanta
1374608180785811457,,guns should be regulated,,,unlabeled,atlanta
1374622489679040515,,guns should be banned,2,NEUTRAL,valid,atlanta
1374630372194066432,,guns should be banned,,,unlabeled,atlanta
1374633394517245952,,guns should be banned,,,unlabeled,atlanta
1374633394517245952,,guns should be regulated,,,unlabeled,atlanta
1374635773564121095,,guns should be banned,,,unlabeled,atlanta
1374635773564121095,,guns should be regulated,,,unlabeled,atlanta
1374638173129732096,,guns should be banned,,,unlabeled,atlanta
1374638173129732096,,guns should be regulated,,,unlabeled,atlanta
1374659332780945409,,guns should be regulated,1,FAVOR,test,atlanta
1374681366860816389,,guns should be regulated,,,unlabeled,atlanta
1374694858338627590,,guns should be regulated,1,FAVOR,test,atlanta
1374697103075782657,,guns should be banned,,,unlabeled,atlanta
1374697103075782657,,guns should be regulated,,,unlabeled,atlanta
1374699563320279040,,guns should be banned,,,unlabeled,atlanta
1374699563320279040,,guns should be regulated,,,unlabeled,atlanta
1374702544262365192,,guns should be banned,2,NEUTRAL,test,atlanta
1374703152130314244,,guns should be banned,,,unlabeled,atlanta
1374703152130314244,,guns should be regulated,,,unlabeled,atlanta
1374703246850326531,,guns should be regulated,,,unlabeled,atlanta
1374708325703577601,,guns should be banned,1,FAVOR,valid,atlanta
1374708375217344517,,guns should be banned,,,unlabeled,atlanta
1374708375217344517,,guns should be regulated,,,unlabeled,atlanta
1374709432391729152,,guns should be regulated,0,AGAINST,test,atlanta
1374717477830201346,,guns should be banned,0,AGAINST,valid,atlanta
1374717500206768133,,guns should be banned,,,unlabeled,atlanta
1374717500206768133,,guns should be regulated,,,unlabeled,atlanta
1374718522585186307,,guns should be banned,,,unlabeled,atlanta
1374718522585186307,,guns should be regulated,,,unlabeled,atlanta
1374718605070307329,,guns should be regulated,1,FAVOR,valid,atlanta
1374725934901686276,,guns should be banned,,,unlabeled,atlanta
1374725934901686276,,guns should be regulated,,,unlabeled,atlanta
1374730178845421571,,guns should be banned,,,unlabeled,atlanta
1374731008071897095,,guns should be banned,2,NEUTRAL,valid,atlanta
1374735143307460610,,guns should be banned,2,NEUTRAL,labeled,atlanta
1374735143307460610,,guns should be regulated,1,FAVOR,labeled,atlanta
1374740286224617472,,guns should be banned,2,NEUTRAL,labeled,atlanta
1374742905806544911,,guns should be banned,,,unlabeled,atlanta
1374742905806544911,,guns should be regulated,,,unlabeled,atlanta
1374743240373641221,,guns should be regulated,1,FAVOR,test,atlanta
1374743716250988546,,guns should be regulated,1,FAVOR,labeled,atlanta
1374744776013180935,,guns should be regulated,0,AGAINST,labeled,atlanta
1374749382663360514,,guns should be regulated,,,unlabeled,atlanta
1374752546435268610,,guns should be banned,,,unlabeled,atlanta
1374752546435268610,,guns should be regulated,,,unlabeled,atlanta
1374753467902922757,,guns should be regulated,,,unlabeled,atlanta
1374755365661798405,,guns should be regulated,2,NEUTRAL,valid,atlanta
1374760658521186306,,guns should be banned,,,unlabeled,atlanta
1374760658521186306,,guns should be regulated,,,unlabeled,atlanta
1374761408911511557,,guns should be banned,,,unlabeled,atlanta
1374761408911511557,,guns should be regulated,,,unlabeled,atlanta
1374764221020393475,,guns should be regulated,,,unlabeled,atlanta
1374767648836358144,,guns should be regulated,,,unlabeled,atlanta
1374779435921121286,,guns should be regulated,1,FAVOR,test,boulder
1374780027519205381,,guns should be regulated,2,NEUTRAL,valid,boulder
1374780406046801921,,guns should be banned,,,unlabeled,boulder
1374780406046801921,,guns should be regulated,,,unlabeled,boulder
1374780484346122243,,guns should be banned,,,unlabeled,boulder
1374780484346122243,,guns should be regulated,,,unlabeled,boulder
1374781198812188679,,guns should be banned,,,unlabeled,boulder
1374781198812188679,,guns should be regulated,,,unlabeled,boulder
1374781201710346245,,guns should be regulated,,,unlabeled,boulder
1374781702673997824,,guns should be banned,,,unlabeled,boulder
1374781702673997824,,guns should be regulated,,,unlabeled,boulder
1374782493447000064,,guns should be banned,,,unlabeled,boulder
1374782493447000064,,guns should be regulated,,,unlabeled,boulder
1374783522272018433,,guns should be regulated,,,unlabeled,atlanta
1374783672633733126,,guns should be banned,2,NEUTRAL,test,boulder
1374783672633733126,,guns should be regulated,2,NEUTRAL,test,boulder
1374784287820505088,,guns should be banned,,,unlabeled,boulder
1374784287820505088,,guns should be regulated,,,unlabeled,boulder
1374784569791049732,,guns should be banned,,,unlabeled,boulder
1374784569791049732,,guns should be regulated,,,unlabeled,boulder
1374784986067390465,,guns should be banned,,,unlabeled,boulder
1374784986067390465,,guns should be regulated,,,unlabeled,boulder
1374785219249717248,,guns should be regulated,,,unlabeled,boulder
1374785804254449665,,guns should be banned,,,unlabeled,boulder
1374785804254449665,,guns should be regulated,,,unlabeled,boulder
1374785917823635459,,guns should be banned,,,unlabeled,boulder
1374785917823635459,,guns should be regulated,,,unlabeled,boulder
1374785935020277760,,guns should be banned,0,AGAINST,labeled,boulder
1374786132316192768,,guns should be banned,1,FAVOR,valid,boulder
1374786132316192768,,guns should be regulated,2,NEUTRAL,valid,boulder
1374786826855088131,,guns should be regulated,,,unlabeled,boulder
1374786944941617155,,guns should be banned,2,NEUTRAL,labeled,boulder
1374786944941617155,,guns should be regulated,1,FAVOR,labeled,boulder
1374787025916813313,,guns should be banned,,,unlabeled,boulder
1374787025916813313,,guns should be regulated,,,unlabeled,boulder
1374787198076260352,,guns should be regulated,,,unlabeled,boulder
1374787319593508864,,guns should be banned,1,FAVOR,labeled,boulder
1374787408940519427,,guns should be banned,,,unlabeled,boulder
1374787408940519427,,guns should be regulated,,,unlabeled,boulder
1374787409683054601,,guns should be banned,,,unlabeled,atlanta
1374787409683054601,,guns should be regulated,,,unlabeled,atlanta
1374787633646305288,,guns should be regulated,,,unlabeled,boulder
1374787857500549128,,guns should be banned,,,unlabeled,boulder
1374787857500549128,,guns should be regulated,,,unlabeled,boulder
1374788424658341889,,guns should be regulated,1,FAVOR,labeled,boulder
1374788995029295106,,guns should be banned,,,unlabeled,boulder
1374788995029295106,,guns should be regulated,,,unlabeled,boulder
1374789052449312770,,guns should be regulated,,,unlabeled,boulder
1374789423972315137,,guns should be banned,1,FAVOR,valid,boulder
1374789423972315137,,guns should be regulated,1,FAVOR,valid,boulder
1374790697048543235,,guns should be banned,,,unlabeled,boulder
1374790697048543235,,guns should be regulated,,,unlabeled,boulder
1374790722373701643,,guns should be banned,1,FAVOR,labeled,atlanta
1374790757287100426,,guns should be banned,,,unlabeled,boulder
1374790757287100426,,guns should be regulated,,,unlabeled,boulder
1374791671909478401,,guns should be banned,,,unlabeled,boulder
1374791671909478401,,guns should be regulated,,,unlabeled,boulder
1374791696618115074,,guns should be banned,,,unlabeled,boulder
1374791696618115074,,guns should be regulated,,,unlabeled,boulder
1374791995982540801,,guns should be banned,0,AGAINST,labeled,boulder
1374793176985202689,,guns should be banned,,,unlabeled,boulder
1374793176985202689,,guns should be regulated,,,unlabeled,boulder
1374793530183323657,,guns should be banned,,,unlabeled,boulder
1374793530183323657,,guns should be regulated,,,unlabeled,boulder
1374793765492158470,,guns should be banned,,,unlabeled,boulder
1374793765492158470,,guns should be regulated,,,unlabeled,boulder
1374794609151275013,,guns should be banned,,,unlabeled,boulder
1374794609151275013,,guns should be regulated,,,unlabeled,boulder
1374795310757724170,,guns should be regulated,2,NEUTRAL,labeled,boulder
1374795444900003845,,guns should be banned,,,unlabeled,boulder
1374795444900003845,,guns should be regulated,,,unlabeled,boulder
1374795476927721480,,guns should be banned,,,unlabeled,boulder
1374795476927721480,,guns should be regulated,,,unlabeled,boulder
1374795839139414021,,guns should be banned,,,unlabeled,boulder
1374795839139414021,,guns should be regulated,,,unlabeled,boulder
1374795879736078340,,guns should be banned,,,unlabeled,boulder
1374795879736078340,,guns should be regulated,,,unlabeled,boulder
1374795897788375044,,guns should be banned,,,unlabeled,boulder
1374795897788375044,,guns should be regulated,,,unlabeled,boulder
1374796065602478095,,guns should be banned,1,FAVOR,labeled,boulder
1374796065602478095,,guns should be regulated,1,FAVOR,labeled,boulder
1374796589034663940,,guns should be banned,,,unlabeled,boulder
1374796589034663940,,guns should be regulated,,,unlabeled,boulder
1374797725988921348,,guns should be banned,0,AGAINST,test,boulder
1374797725988921348,,guns should be regulated,0,AGAINST,test,boulder
1374798296846241792,,guns should be banned,0,AGAINST,labeled,boulder
1374798296846241792,,guns should be regulated,0,AGAINST,labeled,boulder
1374798353800818693,,guns should be banned,2,NEUTRAL,test,boulder
1374798353800818693,,guns should be regulated,1,FAVOR,test,boulder
1374798582646153217,,guns should be banned,,,unlabeled,boulder
1374798582646153217,,guns should be regulated,,,unlabeled,boulder
1374798642926608385,,guns should be regulated,2,NEUTRAL,valid,boulder
1374798769728917513,,guns should be banned,1,FAVOR,labeled,boulder
1374798769728917513,,guns should be regulated,1,FAVOR,labeled,boulder
1374798771276677120,,guns should be banned,,,unlabeled,boulder
1374798771276677120,,guns should be regulated,,,unlabeled,boulder
1374798899601346560,,guns should be banned,2,NEUTRAL,valid,boulder
1374798899601346560,,guns should be regulated,1,FAVOR,valid,boulder
1374799530395336714,,guns should be banned,,,unlabeled,boulder
1374799530395336714,,guns should be regulated,,,unlabeled,boulder
1374800241602428928,,guns should be banned,,,unlabeled,boulder
1374800241602428928,,guns should be regulated,,,unlabeled,boulder
1374800536982097923,,guns should be banned,1,FAVOR,labeled,boulder
1374800536982097923,,guns should be regulated,1,FAVOR,labeled,boulder
1374800640690511880,,guns should be regulated,1,FAVOR,test,boulder
1374800764695146499,,guns should be banned,0,AGAINST,valid,boulder
1374800938460921859,,guns should be banned,1,FAVOR,labeled,boulder
1374800938460921859,,guns should be regulated,1,FAVOR,labeled,boulder
1374800972145381377,,guns should be regulated,,,unlabeled,boulder
1374801339016867843,,guns should be banned,,,unlabeled,boulder
1374801339016867843,,guns should be regulated,,,unlabeled,boulder
1374801490443927562,,guns should be banned,,,unlabeled,boulder
1374801490443927562,,guns should be regulated,,,unlabeled,boulder
1374801841863618560,,guns should be banned,,,unlabeled,boulder
1374802091525476355,,guns should be banned,2,NEUTRAL,valid,boulder
1374802110735294465,,guns should be banned,,,unlabeled,boulder
1374802110735294465,,guns should be regulated,,,unlabeled,boulder
1374802319150350352,,guns should be banned,1,FAVOR,valid,boulder
1374802882524901377,,guns should be regulated,2,NEUTRAL,test,boulder
1374803523532034050,,guns should be banned,1,FAVOR,test,boulder
1374803523532034050,,guns should be regulated,1,FAVOR,test,boulder
1374803753946152962,,guns should be banned,,,unlabeled,boulder
1374803753946152962,,guns should be regulated,,,unlabeled,boulder
1374804119861358598,,guns should be banned,,,unlabeled,boulder
1374804312287764483,,guns should be regulated,1,FAVOR,test,atlanta
1374804624545222658,,guns should be regulated,,,unlabeled,boulder
1374805012103200776,,guns should be banned,,,unlabeled,boulder
1374805012103200776,,guns should be regulated,,,unlabeled,boulder
1374805953464438787,,guns should be regulated,1,FAVOR,labeled,boulder
1374806277122048004,,guns should be regulated,,,unlabeled,boulder
1374806285762330625,,guns should be banned,1,FAVOR,labeled,atlanta
1374807018091974668,,guns should be banned,,,unlabeled,atlanta
1374807018091974668,,guns should be regulated,,,unlabeled,atlanta
1374807194584166403,,guns should be banned,,,unlabeled,boulder
1374807194584166403,,guns should be regulated,,,unlabeled,boulder
1374807666250326016,,guns should be banned,0,AGAINST,test,boulder
1374807666250326016,,guns should be regulated,0,AGAINST,test,boulder
1374807742527995912,,guns should be banned,,,unlabeled,boulder
1374807742527995912,,guns should be regulated,,,unlabeled,boulder
1374807806453313536,,guns should be banned,,,unlabeled,atlanta
1374807806453313536,,guns should be regulated,,,unlabeled,atlanta
1374807908613955584,,guns should be banned,,,unlabeled,boulder
1374807908613955584,,guns should be regulated,,,unlabeled,boulder
1374808009495306242,,guns should be banned,,,unlabeled,atlanta
1374808009495306242,,guns should be regulated,,,unlabeled,atlanta
1374808685193531392,,guns should be banned,2,NEUTRAL,test,boulder
1374808685193531392,,guns should be regulated,2,NEUTRAL,test,boulder
1374808807168114688,,guns should be banned,,,unlabeled,boulder
1374808807168114688,,guns should be regulated,,,unlabeled,boulder
1374808886520123394,,guns should be banned,,,unlabeled,boulder
1374808886520123394,,guns should be regulated,,,unlabeled,boulder
1374810076507222020,,guns should be banned,,,unlabeled,boulder
1374810076507222020,,guns should be regulated,,,unlabeled,boulder
1374811030656741376,,guns should be banned,1,FAVOR,valid,boulder
1374811030656741376,,guns should be regulated,1,FAVOR,valid,boulder
1374811639661363202,,guns should be banned,,,unlabeled,boulder
1374811639661363202,,guns should be regulated,,,unlabeled,boulder
1374812532565757957,,guns should be banned,,,unlabeled,boulder
1374812532565757957,,guns should be regulated,,,unlabeled,boulder
1374812675423809540,,guns should be banned,,,unlabeled,boulder
1374812675423809540,,guns should be regulated,,,unlabeled,boulder
1374813316695007233,,guns should be banned,0,AGAINST,test,boulder
1374813316695007233,,guns should be regulated,0,AGAINST,test,boulder
1374813989813821441,,guns should be banned,1,FAVOR,test,boulder
1374813989813821441,,guns should be regulated,1,FAVOR,test,boulder
1374814079710289924,,guns should be banned,2,NEUTRAL,test,boulder
1374814079710289924,,guns should be regulated,1,FAVOR,test,boulder
1374815398147858442,,guns should be banned,,,unlabeled,boulder
1374815398147858442,,guns should be regulated,,,unlabeled,boulder
1374815416711798789,,guns should be banned,,,unlabeled,boulder
1374815416711798789,,guns should be regulated,,,unlabeled,boulder
1374815663613734917,,guns should be banned,0,AGAINST,labeled,boulder
1374815663613734917,,guns should be regulated,1,FAVOR,labeled,boulder
1374816305056862209,,guns should be regulated,,,unlabeled,boulder
1374817081858928644,,guns should be regulated,,,unlabeled,boulder
1374817383110602752,,guns should be banned,,,unlabeled,boulder
1374817383110602752,,guns should be regulated,,,unlabeled,boulder
1374817526388039683,,guns should be banned,,,unlabeled,boulder
1374817526388039683,,guns should be regulated,,,unlabeled,boulder
1374817857897259008,,guns should be banned,,,unlabeled,boulder
1374817857897259008,,guns should be regulated,,,unlabeled,boulder
1374817869339492361,,guns should be banned,,,unlabeled,boulder
1374817869339492361,,guns should be regulated,,,unlabeled,boulder
1374818121022898184,,guns should be banned,1,FAVOR,valid,boulder
1374818121022898184,,guns should be regulated,1,FAVOR,valid,boulder
1374818334324195334,,guns should be banned,,,unlabeled,boulder
1374819109586792448,,guns should be banned,,,unlabeled,boulder
1374819109586792448,,guns should be regulated,,,unlabeled,boulder
1374819214737936395,,guns should be banned,,,unlabeled,boulder
1374819214737936395,,guns should be regulated,,,unlabeled,boulder
1374819688065208320,,guns should be banned,,,unlabeled,boulder
1374819688065208320,,guns should be regulated,,,unlabeled,boulder
1374819757002723328,,guns should be banned,2,NEUTRAL,valid,boulder
1374819757002723328,,guns should be regulated,1,FAVOR,valid,boulder
1374819778431479810,,guns should be banned,2,NEUTRAL,labeled,atlanta
1374820188386906112,,guns should be banned,,,unlabeled,boulder
1374820188386906112,,guns should be regulated,,,unlabeled,boulder
1374820236852072449,,guns should be regulated,1,FAVOR,labeled,boulder
1374822004994543616,,guns should be regulated,,,unlabeled,boulder
1374822117317951492,,guns should be regulated,,,unlabeled,boulder
1374822307756179457,,guns should be banned,,,unlabeled,boulder
1374822307756179457,,guns should be regulated,,,unlabeled,boulder
1374822463964651520,,guns should be regulated,,,unlabeled,boulder
1374822482583162886,,guns should be banned,,,unlabeled,boulder
1374822482583162886,,guns should be regulated,,,unlabeled,boulder
1374822638531575816,,guns should be regulated,2,NEUTRAL,valid,atlanta
1374823349931630597,,guns should be banned,1,FAVOR,test,boulder
1374823349931630597,,guns should be regulated,2,NEUTRAL,test,boulder
1374823655327285251,,guns should be banned,,,unlabeled,boulder
1374823655327285251,,guns should be regulated,,,unlabeled,boulder
1374824051647078404,,guns should be banned,2,NEUTRAL,valid,boulder
1374824051647078404,,guns should be regulated,0,AGAINST,valid,boulder
1374824665340903428,,guns should be banned,,,unlabeled,boulder
1374824665340903428,,guns should be regulated,,,unlabeled,boulder
1374826187298631681,,guns should be banned,,,unlabeled,boulder
1374826187298631681,,guns should be regulated,,,unlabeled,boulder
1374826195481677827,,guns should be banned,,,unlabeled,boulder
1374826195481677827,,guns should be regulated,,,unlabeled,boulder
1374826464311398406,,guns should be banned,,,unlabeled,boulder
1374826464311398406,,guns should be regulated,,,unlabeled,boulder
1374826515502927881,,guns should be banned,,,unlabeled,boulder
1374826515502927881,,guns should be regulated,,,unlabeled,boulder
1374827760586084355,,guns should be banned,,,unlabeled,boulder
1374827760586084355,,guns should be regulated,,,unlabeled,boulder
1374828019857113092,,guns should be regulated,,,unlabeled,boulder
1374828970391302150,,guns should be banned,,,unlabeled,boulder
1374828970391302150,,guns should be regulated,,,unlabeled,boulder
1374829139396603905,,guns should be regulated,,,unlabeled,boulder
1374829242375041025,,guns should be banned,,,unlabeled,boulder
1374829242375041025,,guns should be regulated,,,unlabeled,boulder
1374830300723830792,,guns should be regulated,,,unlabeled,boulder
1374830694547943424,,guns should be banned,,,unlabeled,boulder
1374830694547943424,,guns should be regulated,,,unlabeled,boulder
1374832909882916864,,guns should be banned,,,unlabeled,boulder
1374832909882916864,,guns should be regulated,,,unlabeled,boulder
1374833034575417344,,guns should be banned,,,unlabeled,boulder
1374833034575417344,,guns should be regulated,,,unlabeled,boulder
1374833111222132743,,guns should be banned,1,FAVOR,valid,boulder
1374833111222132743,,guns should be regulated,1,FAVOR,valid,boulder
1374833710151966730,,guns should be banned,2,NEUTRAL,labeled,boulder
1374833710151966730,,guns should be regulated,0,AGAINST,labeled,boulder
1374834366518599685,,guns should be regulated,,,unlabeled,boulder
1374834503034699779,,guns should be banned,,,unlabeled,boulder
1374834503034699779,,guns should be regulated,,,unlabeled,boulder
1374834515596705795,,guns should be banned,,,unlabeled,atlanta
1374834515596705795,,guns should be regulated,,,unlabeled,atlanta
1374834647943745536,,guns should be banned,,,unlabeled,boulder
1374834647943745536,,guns should be regulated,,,unlabeled,boulder
1374835497432911879,,guns should be banned,2,NEUTRAL,labeled,boulder
1374835497432911879,,guns should be regulated,2,NEUTRAL,labeled,boulder
1374837310324363264,,guns should be banned,,,unlabeled,boulder
1374837310324363264,,guns should be regulated,,,unlabeled,boulder
1374837843705626626,,guns should be banned,,,unlabeled,boulder
1374837843705626626,,guns should be regulated,,,unlabeled,boulder
1374838291460026376,,guns should be banned,,,unlabeled,atlanta
1374838291460026376,,guns should be regulated,,,unlabeled,atlanta
1374838649301446658,,guns should be regulated,0,AGAINST,valid,boulder
1374840661048877061,,guns should be banned,2,NEUTRAL,labeled,atlanta
1374840680527323146,,guns should be banned,0,AGAINST,labeled,boulder
1374840680527323146,,guns should be regulated,0,AGAINST,labeled,boulder
1374840707194753025,,guns should be banned,2,NEUTRAL,test,boulder
1374840707194753025,,guns should be regulated,2,NEUTRAL,test,boulder
1374841197303320577,,guns should be regulated,,,unlabeled,atlanta
1374841431383154692,,guns should be banned,,,unlabeled,boulder
1374841431383154692,,guns should be regulated,,,unlabeled,boulder
1374841813043924993,,guns should be banned,,,unlabeled,boulder
1374841813043924993,,guns should be regulated,,,unlabeled,boulder
1374842029868339203,,guns should be banned,0,AGAINST,labeled,boulder
1374842029868339203,,guns should be regulated,0,AGAINST,labeled,boulder
1374843099059531779,,guns should be banned,,,unlabeled,boulder
1374843099059531779,,guns should be regulated,,,unlabeled,boulder
1374843308367769601,,guns should be banned,2,NEUTRAL,valid,boulder
1374843308367769601,,guns should be regulated,2,NEUTRAL,valid,boulder
1374844090307776519,,guns should be banned,1,FAVOR,labeled,boulder
1374846101946310663,,guns should be banned,0,AGAINST,labeled,boulder
1374846101946310663,,guns should be regulated,0,AGAINST,labeled,boulder
1374846856308649992,,guns should be banned,2,NEUTRAL,labeled,boulder
1374847390843305986,,guns should be banned,2,NEUTRAL,valid,atlanta
1374848137722953731,,guns should be regulated,1,FAVOR,valid,boulder
1374848430980337664,,guns should be regulated,,,unlabeled,boulder
1374848765358530565,,guns should be banned,,,unlabeled,boulder
1374848765358530565,,guns should be regulated,,,unlabeled,boulder
1374850512114290690,,guns should be regulated,,,unlabeled,boulder
1374850786178564099,,guns should be banned,,,unlabeled,boulder
1374850786178564099,,guns should be regulated,,,unlabeled,boulder
1374852741156192273,,guns should be regulated,1,FAVOR,valid,boulder
1374853447707688960,,guns should be banned,,,unlabeled,boulder
1374853447707688960,,guns should be regulated,,,unlabeled,boulder
1374854148491984900,,guns should be banned,1,FAVOR,valid,boulder
1374854156440150019,,guns should be banned,,,unlabeled,boulder
1374854156440150019,,guns should be regulated,,,unlabeled,boulder
1374854640009834500,,guns should be regulated,,,unlabeled,boulder
1374856297502408720,,guns should be banned,,,unlabeled,boulder
1374856331597733889,,guns should be banned,0,AGAINST,test,boulder
1374856331597733889,,guns should be regulated,0,AGAINST,test,boulder
1374856554969759747,,guns should be banned,1,FAVOR,test,boulder
1374856554969759747,,guns should be regulated,1,FAVOR,test,boulder
1374856785459212288,,guns should be regulated,,,unlabeled,boulder
1374857392203071489,,guns should be regulated,0,AGAINST,labeled,boulder
1374857474558152706,,guns should be banned,,,unlabeled,boulder
1374857474558152706,,guns should be regulated,,,unlabeled,boulder
1374857535132426240,,guns should be banned,,,unlabeled,boulder
1374857535132426240,,guns should be regulated,,,unlabeled,boulder
1374859918482767876,,guns should be regulated,2,NEUTRAL,labeled,boulder
1374860542616166400,,guns should be banned,,,unlabeled,boulder
1374860542616166400,,guns should be regulated,,,unlabeled,boulder
1374861311553769472,,guns should be banned,2,NEUTRAL,test,boulder
1374861760390397965,,guns should be banned,,,unlabeled,boulder
1374861760390397965,,guns should be regulated,,,unlabeled,boulder
1374861841160093701,,guns should be banned,,,unlabeled,boulder
1374861841160093701,,guns should be regulated,,,unlabeled,boulder
1374863099002552320,,guns should be banned,,,unlabeled,atlanta
1374863099002552320,,guns should be regulated,,,unlabeled,atlanta
1374863269052157955,,guns should be banned,,,unlabeled,boulder
1374863269052157955,,guns should be regulated,,,unlabeled,boulder
1374865291969232900,,guns should be regulated,1,FAVOR,labeled,boulder
1374865732714995712,,guns should be banned,2,NEUTRAL,labeled,boulder
1374866429380550656,,guns should be banned,,,unlabeled,boulder
1374866429380550656,,guns should be regulated,,,unlabeled,boulder
1374866985297797124,,guns should be regulated,,,unlabeled,boulder
1374867016142708740,,guns should be banned,,,unlabeled,boulder
1374867016142708740,,guns should be regulated,,,unlabeled,boulder
1374868763640619019,,guns should be banned,,,unlabeled,boulder
1374868763640619019,,guns should be regulated,,,unlabeled,boulder
1374869378441781248,,guns should be banned,,,unlabeled,atlanta
1374869378441781248,,guns should be regulated,,,unlabeled,atlanta
1374869689625624577,,guns should be regulated,,,unlabeled,atlanta
1374872112993861633,,guns should be regulated,0,AGAINST,valid,boulder
1374872566087643141,,guns should be banned,,,unlabeled,boulder
1374872566087643141,,guns should be regulated,,,unlabeled,boulder
1374873220214448132,,guns should be banned,,,unlabeled,boulder
1374873220214448132,,guns should be regulated,,,unlabeled,boulder
1374873327072915464,,guns should be banned,,,unlabeled,atlanta
1374873327072915464,,guns should be regulated,,,unlabeled,atlanta
1374880030203908101,,guns should be regulated,,,unlabeled,atlanta
1374881402550951938,,guns should be banned,1,FAVOR,labeled,atlanta
1374884447074406401,,guns should be banned,,,unlabeled,atlanta
1374892947838169088,,guns should be banned,,,unlabeled,atlanta
1374892947838169088,,guns should be regulated,,,unlabeled,atlanta
1374904115332005888,,guns should be banned,,,unlabeled,atlanta
1374904115332005888,,guns should be regulated,,,unlabeled,atlanta
1374914144319778818,,guns should be banned,,,unlabeled,atlanta
1374914144319778818,,guns should be regulated,,,unlabeled,atlanta
1374930111858901004,,guns should be banned,,,unlabeled,atlanta
1374930111858901004,,guns should be regulated,,,unlabeled,atlanta
1374961634226008064,,guns should be banned,,,unlabeled,atlanta
1374961634226008064,,guns should be regulated,,,unlabeled,atlanta
1374965171303501826,,guns should be banned,,,unlabeled,atlanta
1374965171303501826,,guns should be regulated,,,unlabeled,atlanta
